"VaR","ES"
-0.014761646363738,-0.0207259650775056
-0.0151708152527078,-0.0199754478596251
-0.0146543332784242,-0.0194553332771802
-0.0154198931605434,-0.0198849448292418
-0.0160418157612368,-0.0208834862543727
-0.0157498427460454,-0.0205278986787715
-0.0158874089114215,-0.0207358233534088
-0.0173709743876888,-0.0217057892912566
-0.0164537557170962,-0.0213860742846639
-0.0154741851182019,-0.0209803971558156
-0.0183471798558193,-0.0234874029274897
-0.0185874771447613,-0.0244681578347157
-0.0175871687104812,-0.0234361303015949
-0.0185426129585524,-0.0253941830619844
-0.0180622339531024,-0.024014906296452
-0.0183924880742212,-0.0238556087940319
-0.0176343419477007,-0.0232108042491278
-0.0170083628293284,-0.0221437959454593
-0.0166414460974677,-0.0217641442816227
-0.0162296970854416,-0.02200704968715
-0.0159368415709004,-0.0212735716066736
-0.0161229813389219,-0.0210366074307003
-0.0153083675747237,-0.0206965716141755
-0.0153434004246,-0.0201564654347643
-0.015945825786356,-0.0226465541743928
-0.0162061791236458,-0.0209482143636141
-0.0157670994604011,-0.0203916373366764
-0.0161871696106529,-0.0216237388685181
-0.0162712976817142,-0.0214954964607531
-0.0155824814546176,-0.021021277015335
-0.0155418393677318,-0.0207636921174363
-0.0157076617343257,-0.0210424025768616
-0.0153315855076673,-0.0206874208893804
-0.0159191755818762,-0.0204309107591855
-0.0157232558094687,-0.0211226398573377
-0.0163271593382769,-0.0224991178058843
-0.0170645703863597,-0.0215710945536725
-0.0160371620210705,-0.0217035025776663
-0.0158441857990141,-0.0213044039350137
-0.0188182402900829,-0.0255016110339317
-0.0192089136650533,-0.0256707859065493
-0.0194430293871055,-0.0260953051555655
-0.0196213733578246,-0.0257964254846521
-0.020229405464631,-0.0255999141737646
-0.0191446501765247,-0.0246930296166087
-0.018185061039609,-0.0243455279520818
-0.0180665685788318,-0.0233135648485153
-0.0170060985629469,-0.0226761866866314
-0.0168026325176877,-0.0220505684834792
-0.0165995441378025,-0.0218570412385037
-0.0162302335071927,-0.0219554176545503
-0.016444642654172,-0.0214335964747092
-0.0160263158126089,-0.0210209017370293
-0.0166630781640729,-0.0229262711708354
-0.0170562614257819,-0.0222309284879482
-0.0188686064209008,-0.0251416797144652
-0.0182437251602267,-0.0239058615643238
-0.0256990544599486,-0.0329398361855873
-0.0319665313790148,-0.0432939528436249
-0.0322771141777553,-0.0411925760749016
-0.0316809551080032,-0.0401989597240127
-0.0469516585596087,-0.055050284991685
-0.043692867553693,-0.0549277828775635
-0.0435238235998354,-0.0527229650487421
-0.0408124778753376,-0.0505549836522349
-0.0381797557202719,-0.0480718386594695
-0.0370575700539865,-0.0475151186398637
-0.0363832778191647,-0.0448907760776124
-0.0342950964731122,-0.0443065909998572
-0.0343465848995701,-0.0421501937638493
-0.0327554778526688,-0.0411668256764112
-0.0323297114480935,-0.0408979868819802
-0.0308034393775716,-0.0385169035261679
-0.0289179774208251,-0.036578440523328
-0.0274083937609545,-0.0345839545104264
-0.0258060426607038,-0.0328599360734192
-0.0278877361577654,-0.0340989260732052
-0.0276023148404864,-0.0339598691185199
-0.0261429762412952,-0.0335244280254741
-0.0248335075844861,-0.0320214037778174
-0.023933519675378,-0.0304304878306592
-0.0228801314581418,-0.0292953332587134
-0.0215694231006499,-0.0281666019178706
-0.0245567606091141,-0.0303652378477011
-0.0232877062851535,-0.030675073412933
-0.0225796468200949,-0.0290748632445558
-0.0227650773355221,-0.0281975134739033
-0.0213127389854529,-0.027241510251795
-0.0206181282444894,-0.0262285246979184
-0.0195615378756618,-0.0252377202001339
-0.0191673948073488,-0.0254485217076104
-0.0184529268724495,-0.0241570356034605
-0.0183554911805374,-0.0240197684067229
-0.0192734155133104,-0.0241171453218171
